file,type,pdbid,ff,md_or_mini,solvation,free_energy,interior_dielectric,pKa,score_avg,score_std,num_frame,comment
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,1,5.273272791,-50.2102,3.1896,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,2,5.273272791,-60.195,3.4933,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,4,5.273272791,-65.1875,3.8768,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,8,5.273272791,-67.6837,4.1105,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,12,5.273272791,-68.5158,4.1935,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,16,5.273272791,-68.9318,4.2358,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa1,20,5.273272791,-69.1814,4.2615,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,1,5.273272791,-41.2806,3.2894,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,2,5.273272791,-55.7868,3.5608,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,4,5.273272791,-63.0399,3.9115,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,8,5.273272791,-66.6664,4.1271,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,12,5.273272791,-67.8753,4.204,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,16,5.273272791,-68.4797,4.2433,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa2,20,5.273272791,-68.8423,4.2671,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,1,5.273272791,-42.1419,3.4475,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,2,5.273272791,-56.2119,3.5985,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,4,5.273272791,-63.247,3.9203,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,8,5.273272791,-66.7645,4.1293,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,12,5.273272791,-67.937,4.2049,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,16,5.273272791,-68.5233,4.2438,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa5,20,5.273272791,-68.875,4.2675,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,1,5.273272791,-38.9331,3.9655,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,2,5.273272791,-54.6279,3.8459,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,4,5.273272791,-62.4753,4.0316,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,8,5.273272791,-66.399,4.1793,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,12,5.273272791,-67.7069,4.2359,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,16,5.273272791,-68.3608,4.2655,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa7,20,5.273272791,-68.7532,4.2836,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,1,5.273272791,-48.7241,5.631,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,2,5.273272791,-59.4614,4.5917,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,4,5.273272791,-64.8301,4.3508,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,8,5.273272791,-67.5144,4.3177,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,12,5.273272791,-68.4092,4.3201,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,16,5.273272791,-68.8566,4.3239,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,gbsa8,20,5.273272791,-69.125,4.327,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,1,5.273272791,-8.1137,4.2605,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,2,5.273272791,-22.8728,3.8131,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,4,5.273272791,-30.4351,3.8446,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,8,5.273272791,-34.2514,3.9138,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,12,5.273272791,-35.5216,3.9447,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,16,5.273272791,-36.1558,3.9609,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/md/explicit/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,md,explicit,pbsa,20,5.273272791,-36.5379,3.972,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,1,5.273272791,-44.8669,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,2,5.273272791,-50.2297,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,4,5.273272791,-52.911,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,8,5.273272791,-54.2517,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,12,5.273272791,-54.6987,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,16,5.273272791,-54.922,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa1,20,5.273272791,-55.0561,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,1,5.273272791,-36.1406,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,2,5.273272791,-45.9217,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,4,5.273272791,-50.8123,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,8,5.273272791,-53.2575,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,12,5.273272791,-54.0727,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,16,5.273272791,-54.4802,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa2,20,5.273272791,-54.7247,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,1,5.273272791,-36.8731,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,2,5.273272791,-46.2834,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,4,5.273272791,-50.9884,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,8,5.273272791,-53.3409,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,12,5.273272791,-54.1252,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,16,5.273272791,-54.5173,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa5,20,5.273272791,-54.7525,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,1,5.273272791,-33.3662,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,2,5.273272791,-44.552,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,4,5.273272791,-50.145,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,8,5.273272791,-52.9415,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,12,5.273272791,-53.8737,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,16,5.273272791,-54.3397,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa7,20,5.273272791,-54.6194,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,1,5.273272791,-38.9911,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,2,5.273272791,-47.329,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,4,5.273272791,-51.4979,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,8,5.273272791,-53.5823,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,12,5.273272791,-54.2772,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,16,5.273272791,-54.6245,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,gbsa8,20,5.273272791,-54.833,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,1,5.273272791,0.4269,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,2,5.273272791,-11.0515,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,4,5.273272791,-16.841,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,8,5.273272791,-19.8066,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,12,5.273272791,-20.8211,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,16,5.273272791,-21.3144,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/ff99bsc0/no/explicit/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,ff99bsc0,no,explicit,pbsa,20,5.273272791,-21.6304,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,1,5.273272791,-69.9933,5.483,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,2,5.273272791,-65.1485,4.5234,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,4,5.273272791,-62.7261,4.6378,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,8,5.273272791,-61.5149,4.8472,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,12,5.273272791,-61.1111,4.937,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,16,5.273272791,-60.9092,4.9854,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa1,20,5.273272791,-60.7881,5.0155,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,1,5.273272791,-65.614,5.2964,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,2,5.273272791,-62.9866,4.3642,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,4,5.273272791,-61.6728,4.5516,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,8,5.273272791,-61.016,4.8058,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,12,5.273272791,-60.797,4.911,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,16,5.273272791,-60.6875,4.967,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa2,20,5.273272791,-60.6218,5.0017,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,1,5.273272791,-81.9332,5.8651,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,2,5.273272791,-71.0429,4.4821,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,4,5.273272791,-65.5977,4.5515,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,8,5.273272791,-62.8751,4.7932,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,12,5.273272791,-61.9676,4.9006,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,16,5.273272791,-61.5138,4.9589,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa5,20,5.273272791,-61.2415,4.9953,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,1,5.273272791,-123.109,7.7438,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,2,5.273272791,-91.3701,5.1477,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,4,5.273272791,-75.5007,4.725,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,8,5.273272791,-67.566,4.8352,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,12,5.273272791,-64.9211,4.9189,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1R4E/bsc1/md/implicit7/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,1R4E,bsc1,md,implicit7,gbsa7,16,5.273272791,-63.5986,4.969,250.0,sl
